POWER_3,POWER_4,POWER_5,POWER_6,POWER_7,ACTUAL_PRICE,DATE
403.6828628035669,403.76017404979393,403.77020362957956,403.77806214254457,403.7846842273844,402.75,2011-06-02
405.2534776692755,405.37993753720275,405.4667746515279,405.5568418428629,405.64819022058236,391.65,2011-06-03
399.18161340026154,399.2063524984619,399.1627058487229,399.1107881341386,399.0518702745103,393.9,2011-06-06
391.8234207251535,392.1731498290428,392.1441803472271,392.11578164999173,392.0885968058438,403.15,2011-06-07
394.23038434288355,394.67686877903907,394.6589479455861,394.6402470721523,394.622034845871,407.65,2011-06-08
401.5704125730381,401.7522851635531,401.74837567945207,401.7421838836451,401.73472701324795,407.35,2011-06-09
404.3949340591362,404.3561052908626,404.35073511373866,404.3447731028814,404.33894490993816,405.35,2011-06-10
403.51911936027136,403.39715004812024,403.3812603467559,403.3650383899776,403.3488177929912,396.3,2011-06-13
402.4315412584183,402.0955185007624,402.0736265928881,402.0522145292289,402.0327074499087,394.7,2011-06-14
396.1862899637117,395.65252516084,395.66022367775804,395.6730723561968,395.69088421490324,390.15,2011-06-15
395.1088834370148,394.66256893188984,394.67480492568575,394.6913370612756,394.71231202231957,394.25,2011-06-16
391.22827847951976,391.1786982807389,391.1995876231995,391.2211441008003,391.242565198776,395.6,2011-06-17
394.6337097067926,394.3486071991938,394.3628514818811,394.3796437774545,394.3984450864268,395.6,2011-06-20
395.4466090835267,394.99186061024375,395.0062094271707,395.02369684603127,395.0441831235885,389.75,2011-06-21
394.91961768100646,394.49377966955944,394.51215917196896,394.53396137343407,394.558164053999,378.65,2011-06-22
389.85509140447675,389.86792968293594,389.877670624026,389.88554759785484,389.89102596337625,376.1,2011-06-23
380.1446793046093,380.56708366808016,380.5525512153308,380.533527130513,380.51018650682545,390.0,2011-06-24
377.76503736402447,378.2221504453337,378.2105084650775,378.1938260858833,378.1724007520993,397.8,2011-06-27
390.4842524409614,390.63602918953984,390.65647310561326,390.6737685932203,390.68745432347623,392.4,2011-06-28
396.76299012452364,395.64723211879027,395.68585941242054,395.7298033448169,395.7781467071345,388.55,2011-06-29
392.5019061946359,392.45163318380946,392.4820667670065,392.509062939509,392.53130464355854,392.85,2011-06-30
388.91001316043094,389.5780661533936,389.56543847556895,389.5459219204422,389.51980879008715,384.25,2011-07-01
392.83780307807865,392.6422052034759,392.68416544362844,392.7225041959755,392.75603090289223,395.1,2011-07-04
385.5739073746604,386.86292641371256,386.7959701774671,386.7236335938942,386.6466521788807,395.35,2011-07-05
394.367433306209,393.8067782053258,393.8548503634447,393.90223803460685,393.9472157592181,392.15,2011-07-06
